"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"dawn:TELREADOUT:1                    ","Class","TELREADOUT","1.0.0.0","dawn","A single scaler accumulation interval, and the first and last records and SCLKs for which the interval was in effect.","ppi","","","","","","","","","","",""
"dawn:FC:2                             dawn:t_filter_motor:1                ","Attribute","t_filter_motor","n/a","dawn","Name: TFM Location: Filter Wheel H/K Sensor: Filter Motor Thermistor Sensor Type: AD590 Gain: 0.9975 Offset: -129.5 Sensor Offset FC1: -3.1 Sensor Offset FC2: -2.1 T_FILTER_MOTOR = DN * Gain + Offset + Sensor Offset [deg C] T_FILTER_MOTOR = DN * Gain + Offset\ + Sensor Offset + 273.150 [Kelvin] Lower limit red: -55.0 deg C Lower limit yellow: -50.0 deg C Upper limit yellow: +50.0 deg C Upper limit red: +60.0 deg C","ppi","ASCII_Real","0","1","-999.999","999.999","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:t_lens_barrel:1                 ","Attribute","t_lens_barrel","n/a","dawn","Name: TLB Location: Lens Barrel H/K Sensor: Lens Barrel Thermistor Sensor Type: AD590 Gain: 0.9975 Offset: -129.5 Sensor Offset FC1: -1.1 Sensor Offset FC2: -1.1 T_LENS_BARREL = DN * Gain + Offset + Sensor Offset [deg C] T_LENS_BARREL = DN * Gain + Offset + Sensor Offset + 273.150 [Kelvin] Lower limit red: -55.0 deg C Lower limit yellow: -50.0 deg C Upper limit yellow: +40.0 deg C Upper limit red: +45.0 deg C","ppi","ASCII_Real","0","1","-999.999","999.999","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:t_rad_motor:1                   ","Attribute","t_rad_motor","n/a","dawn","Name: TRD Location: Radiator H/K Sensor: Radiator Thermistor Sensor Type: AD590 Gain: 0.9975 Offset: -129.5 Sensor Offset FC1: -1.1 Sensor Offset FC2: -1.1 T_RAD_MOTOR = DN * Gain + Offset + Sensor Offset [deg C] T_RAD_MOTOR = DN * Gain + Offset + Sensor Offset + 273.150 [Kelvin] Lower limit red: -115.0 deg C Lower limit yellow: -95.0 deg C Upper limit yellow: +35.0 deg C Upper limit red: +40.0 deg C Note: This is not a motor temperature!","ppi","ASCII_Real","0","1","-999.999","999.999","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:t_structure:1                   ","Attribute","t_structure","n/a","dawn","Name: TCS Location: Camera Head H/K Sensor: CH Structure Thermistor Sensor Type: AD590 Gain: 0.9975 Offset: -129.5 Sensor Offset FC1: -3.1 Sensor Offset FC2: -4.1 T_STRUCTURE = DN * Gain + Offset + Sensor Offset [deg C] T_STRUCTURE = DN * Gain + Offset + Sensor Offset + 273.150 [Kelvin] Lower limit red: -55.0 deg C Lower limit yellow: -50.0 deg C Upper limit yellow: +40.0 deg C Upper limit red: +45.0 deg C","ppi","ASCII_Real","0","1","-999.999","999.999","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:udplib_software_version:1       ","Attribute","udplib_software_version","n/a","dawn","Current version of the FC UDP library","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:FC:2                             dawn:use_pre_clear:1                 ","Attribute","use_pre_clear","n/a","dawn","The use_pre_clear attribute indicates whether a pre-clear of the CCD was performed prior to image acquisition. A pre-clear is performed 193 ms prior to image acquisition and removes all charge that is on the CCD at the time of execution.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:FC:2                             dawn:use_pre_clear:2                  Value:OFF","Value","OFF","","","No pre-clear of the CCD prior to an image acquisition."
"dawn:FC:2                             dawn:use_pre_clear:2                  Value:ON","Value","ON","","","A pre-clear of the CCD was performed prior to image acquisition."
"dawn:FC:2                             dawn:v_12:1                          ","Attribute","v_12","n/a","dawn","Name: V12FEE Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: 0.0012 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_12 = DN * Gain + Offset + Sensor Offset [V] Lower limit red: 11.0 V Lower limit yellow: 11.7 V Upper limit yellow: 12.5 V Upper limit red: 13.0 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_16:1                          ","Attribute","v_16","n/a","dawn","Name: V16V15 Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: 0.000165 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_16 = DN * Gain + Offset + Sensor Offset [V] Lower limit red: 14.7 V Lower limit yellow: 15.2 V Upper limit yellow: 16.5 V Upper limit red: 17.0 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_28:1                          ","Attribute","v_28","n/a","dawn","Name: V28M Location: PCU H/K Sensor: Main +28V Voltage Monitor Sensor Type: Voltage Sensor Gain: 0.04 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_28 = DN * Gain + Offset + Sensor Offset [V] Lower limit red: 20.0 V Lower limit yellow: 21.5 V Upper limit yellow: 35.5 V Upper limit red: 37.0 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_2_5:1                         ","Attribute","v_2_5","n/a","dawn","Name: V2.5AN Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: 0.00025 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_2_5 = DN * Gain + Offset + Sensor Offset [V] Lower limit red: 2.1 V Lower limit yellow: 2.3 V Upper limit yellow: 2.8 V Upper limit red: 3.0 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_3_3:1                         ","Attribute","v_3_3","n/a","dawn","Name: V3.3AN Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: 0.00033 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_3_3 = DN * Gain + Offset + Sensor Offset [V] Lower limit red: 3.0 V Lower limit yellow: 3.2 V Upper limit yellow: 3.7 V Upper limit red: 3.9 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_5:1                           ","Attribute","v_5","n/a","dawn","Name: V5FEE Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: 0.00052 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_5 = DN * Gain + Offset + Sensor Offset [V] Lower limit red: 4.5 V Lower limit yellow: 4.7 V Upper limit yellow: 5.5 V Upper limit red: 5.8 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_5_analog:1                    ","Attribute","v_5_analog","n/a","dawn","Name: V5AN Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: 0.00052 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_5_ANALOG = DN * Gain + Offset + Sensor Offset [V] Lower limit red: 4.5 V Lower limit yellow: 4.7 V Upper limit yellow: 5.5 V Upper limit red: 5.8 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_m5:1                          ","Attribute","v_m5","n/a","dawn","Name: V-5FEE Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: -0.0005 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_M5 = DN * Gain + Offset + Sensor Offset [V] Lower limit red: -5.8 V Lower limit yellow: -5.5 V Upper limit yellow: -4.7 V Upper limit red: -4.5 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:v_m5_analog:1                   ","Attribute","v_m5_analog","n/a","dawn","Name: V-5AN Location: PCU H/K Sensor: PCU Voltage Monitor Sensor Type: Voltage Sensor Gain: -0.0005 Offset: 0 Sensor Offset FC1: 0 Sensor Offset FC2: 0 V_M5_ANALOG = DN * Gain + Offset + Sensor Offset [V] Lower limit red: -5.8 V Lower limit yellow: -5.5 V Upper limit yellow: -4.7 V Upper limit red: -4.5 V","ppi","ASCII_Real","0","1","-9999.999","9999.999","Unbounded","Unbounded","Units_of_Voltage","none","TBD_classConcept","REAL"
"dawn:FC:2                             dawn:alt_start_time:1                ","Attribute","alt_start_time","n/a","dawn","The same time as the start_date_time attribute expressed year/day-of-year rather than year/month/day.","ppi","ASCII_Date_Time_DOY_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:FC:2                             dawn:alt_stop_time:1                 ","Attribute","alt_stop_time","n/a","dawn","The same time as the stop_date_time attribute expressed year/day-of-year rather than year/month/day.","ppi","ASCII_Date_Time_DOY_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:VIR_Operational_Parameters:1    ","Class","VIR_Operational_Parameters","1.0.0.0","dawn","The VIR_Operational_Parameters contains attributes related to VIR operating mode information, data quality and other similar metadata.","ppi","","","","","","","","","","",""
"dawn:VIR_Operational_Parameters:2     dawn:data_quality_id:1               ","Attribute","data_quality_id","n/a","dawn","The data_quality_id is an indicator of whether data files is complete or if there are missing lines.","ppi","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"dawn:VIR_Operational_Parameters:2     dawn:data_quality_id:2                Value:0","Value","0","","","The data qube is incomplete (there are missing lines)."
"dawn:VIR_Operational_Parameters:2     dawn:data_quality_id:2                Value:1","Value","1","","","The data qube is complete."
"dawn:VIR_Operational_Parameters:2     dawn:telemetry_source_id:1           ","Attribute","telemetry_source_id","n/a","dawn","The telemetry_source_id attribute identifies the Electrical Ground Supporting Equipment (EGSE) used to produce the data file. This attribute is always set to ""EGSE"".","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:VIR_Operational_Parameters:2     dawn:channel_id:1                    ","Attribute","channel_id","n/a","dawn","The channel_id identifies the instrument channel producing the data.","ppi","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:VIR_Operational_Parameters:2     dawn:channel_id:2                     Value:IR","Value","IR","","","The data were produced by the Infrared (IR) channel."
"dawn:VIR_Operational_Parameters:2     dawn:channel_id:2                     Value:VIS","Value","VIS","","","The data were produced by the Visibile (VIS) channel."
"dawn:VIR_Operational_Parameters:2     dawn:software_version_id:1           ","Attribute","software_version_id","n/a","dawn","The software_version_id attribute identifies the software used to write the labels and format the data.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:1            ","Attribute","instrument_mode_id","n/a","dawn","The instrument_mode_id attribute identifies the mode that the instrument was in when the data were taken.","ppi","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:C_H_SPE_H_SPA_F","Value","C_H_SPE_H_SPA_F","","","Calibration, high spectral high spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:C_H_SPE_H_SPA_Q","Value","C_H_SPE_H_SPA_Q","","","Calibration, high spectral high spatial, Quarter slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:C_H_SPE_L_SPA_F","Value","C_H_SPE_L_SPA_F","","","Calibration, high spectral low spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:C_L_SPE_H_SPA_F","Value","C_L_SPE_H_SPA_F","","","Calibration, low spectral high spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:C_L_SPE_H_SPA_Q","Value","C_L_SPE_H_SPA_Q","","","Calibration, low spectral high spatial, Quarter slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:C_L_SPE_L_SPA_F","Value","C_L_SPE_L_SPA_F","","","Calibration, low spectral low spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:SPARE","Value","SPARE","","","CALIBRATION Spare"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_H_SPE_H_SPA_F","Value","S_H_SPE_H_SPA_F","","","Science, high spectral high spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_H_SPE_H_SPA_Q","Value","S_H_SPE_H_SPA_Q","","","Science, high spectral high spatial, Quarter slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_H_SPE_L_SPA_F","Value","S_H_SPE_L_SPA_F","","","Science, high spectral low spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_H_SPE_L_SPA_F_MEA","Value","S_H_SPE_L_SPA_F_MEA","","","Science, high spectral low spatial, Meaning"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_H_SPE_L_SPA_F_SUM","Value","S_H_SPE_L_SPA_F_SUM","","","Science, high spectral low spatial, Summing"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_L_SPE_H_SPA_F","Value","S_L_SPE_H_SPA_F","","","Science, Low spectral high spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_L_SPE_H_SPA_Q","Value","S_L_SPE_H_SPA_Q","","","Science, low spectral high spatial, Quarter slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_L_SPE_L_SPA_F","Value","S_L_SPE_L_SPA_F","","","Science, Low spectral low spatial, Full slit"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_L_SPE_L_SPA_F_MEA","Value","S_L_SPE_L_SPA_F_MEA","","","Science, low spectral low spatial, Meaning"
"dawn:VIR_Operational_Parameters:2     dawn:instrument_mode_id:2             Value:S_L_SPE_L_SPA_F_SUM","Value","S_L_SPE_L_SPA_F_SUM","","","Science, Low spectral low spatial, Summing"
"dawn:VIR_Operational_Parameters:2     dawn:scan_mode_id:1                  ","Attribute","scan_mode_id","n/a","dawn","The scan_mode_id is an integer in the range 0 to 10 that identifies the VIR Scan Mirror mode. ""0"" means that the mirror was not used. The VIR scan mirror performs, when commanded, and angular movement around an axis parallel to the slit direction (y direction). There can be 10 different modes, each one identifying a given angular movement.","ppi","ASCII_Integer","0","1","0","10","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"dawn:VIR_Operational_Parameters:2     pds:comment:1                       ","Attribute","comment","n/a","pds","The comment attribute is a character string expressing one or more remarks or thoughts relevant to the object.","pds","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"dawn:Scan_Parameters:1               ","Class","Scan_Parameters","1.0.0.0","dawn","The Scan_Parameters class contains attributes describing the activity of the VIR scan mirror.","ppi","","","","","","","","","","",""
"dawn:Scan_Parameters:2                dawn:scan_start_angle:1              ","Attribute","scan_start_angle","n/a","dawn","The scan_start_angle attribute indicates the start position of the VIR scan mirror.","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"dawn:Scan_Parameters:2                dawn:scan_stop_angle:1               ","Attribute","scan_stop_angle","n/a","dawn","The scan_stop_angle attribute indicates the stop position of the VIR scan mirror.","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"dawn:Scan_Parameters:2                dawn:scan_step_angle:1               ","Attribute","scan_step_angle","n/a","dawn","The scan_step_angle attribute indicates the size of each step of the VIR scan mirror.","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"dawn:Scan_Parameters:2                dawn:scan_step_number:1              ","Attribute","scan_step_number","n/a","dawn","The scan_step_number attribute indicates the number of acquisitions performed within a single VIR scan mirror unit position.","ppi","ASCII_Integer","1","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"dawn:Frame_Parameters:1              ","Class","Frame_Parameters","1.0.0.0","dawn","The Frame_Parameters class contains attributes describing the acquisition of the VIR frames.","ppi","","","","","","","","","","",""
"dawn:Frame_Parameters:2               dawn:exposure_duration:1             ","Attribute","exposure_duration","n/a","dawn","The exposure_duration attribute is the integration time expressed in milliseconds. It is the exposure time of elementary exposures when summing is performed.","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"dawn:Frame_Parameters:2               dawn:frame_summing:1                 ","Attribute","frame_summing","n/a","dawn","The frame_summing attribute is the number of elementary exposures when summing is performed.","ppi","ASCII_Integer","1","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"dawn:Frame_Parameters:2               dawn:external_repetition_time:1      ","Attribute","external_repetition_time","n/a","dawn","The external_repetition_time attribute is the time required for a frame acqusition cycle (> exposure_duration * frame_summing).","ppi","ASCII_Integer","1","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","INTEGER"
"dawn:Frame_Parameters:2               dawn:dark_acquisition_rate:1         ","Attribute","dark_acquisition_rate","n/a","dawn","The dar_acquisition_rate attribute is the number of frames acquired between two background measurements.","ppi","ASCII_Integer","1","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"dawn:VIR_Instrument_Temperatures:1   ","Class","VIR_Instrument_Temperatures","1.0.0.0","dawn","The VIR_Instrument_Temperatures class contains attributes which identify the temperature in different sections of the VIR instrument.","ppi","","","","","","","","","","",""
"dawn:VIR_Instrument_Temperatures:2    dawn:vir_focal_plane_maximum_temperature:1","Attribute","vir_focal_plane_maximum_temperature","n/a","dawn","The vir_focal_plane_maximum_temperature indicates the maxiumum temperature on the VIR focal plane during the VIR image acquisition. ","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:VIR_Instrument_Temperatures:2    dawn:vir_telescope_maximum_temperature:1","Attribute","vir_telescope_maximum_temperature","n/a","dawn","The vir_telescope_maximum_temperature indicates the maxiumum temperature on the VIR optical telescope during the VIR image acquisition. ","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:VIR_Instrument_Temperatures:2    dawn:vir_spectrometer_maximum_temperature:1","Attribute","vir_spectrometer_maximum_temperature","n/a","dawn","The vir_spectrometer_maximum_temperature indicates the maxiumum temperature on the VIR grating spectrometer during the VIR image acquisition. ","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:VIR_Instrument_Temperatures:2    dawn:vir_cryocooler_maximum_temperature:1","Attribute","vir_cryocooler_maximum_temperature","n/a","dawn","The vir_cyrocooler_maximum_temperature indicates the maxiumum temperature on the VIR cryocooler during the VIR image acquisition. ","ppi","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"dawn:VIR:1                           ","Class","VIR","1.0.0.0","dawn","The Dawn "VIR" class is the container for Dawn Visual and Infrared Spectrometer (VIR) specific metadata elements. ","ppi","","","","","","","","","","",""
"dawn:VIR:2                            dawn:vir_ir_start_x_position:1       ","Attribute","vir_ir_start_x_position","n/a","dawn"," This keyword gives the X coordinate of the first CCD pixel used on the IR FPA. This quantity determines the correspondence between wavelength and spectral channels.","ppi","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"dawn:VIR:2                            dawn:vir_ir_start_y_position:1       ","Attribute","vir_ir_start_y_position","n/a","dawn"," This keyword gives the Y coordinate of the first CCD pixel used on the IR FPA. This quantity determines the correspondence between wavelength and spectral channels.","ppi","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"dawn:VIR:2                            dawn:vir_vis_start_x_position:1      ","Attribute","vir_vis_start_x_position","n/a","dawn"," This keyword gives the X coordinate of the first CCD pixel used on the VIS FPA. This quantity determines the correspondence between wavelength and spectral channels.","ppi","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"dawn:VIR:2                            dawn:vir_vis_start_y_position:1      ","Attribute","vir_vis_start_y_position","n/a","dawn"," This keyword gives the Y coordinate of the first CCD pixel used on the VIS FPA. This quantity determines the correspondence between wavelength and spectral channels.","ppi","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"dawn:GRaND:1                         ","Class","GRaND","1.0.0.0","dawn","GRaND parameters","ppi","","","","","","","","","","",""
"dawn:Dawn:1                          ","Class","Dawn","1.0.0.0","dawn","The Dawn class is the container for Dawn mission-specific metadata elements. ","ppi","","","","","","","","","","",""
"dawn:Dawn:2                           dawn:mission_phase_name:1            ","Attribute","mission_phase_name","n/a","dawn","The mission_phase_name attribute provides the mission-defined name of a mission phase.","ppi","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES ENCOUNTER","Value","CERES ENCOUNTER","","","2014-12-26T02:50 to 2016-06-01"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES EXTENDED GRAND","Value","CERES EXTENDED GRAND (CXG)","","","2016-12-14T00:00 to 2017-02-23T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES EXTENDED JULIN","Value","CERES EXTENDED JULING (CXJ)","","","2016-10-10T00:00 to 2016-11-03T12:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES EXTENDED LAMO ","Value","CERES EXTENDED LAMO (CXL)","","","2016-06-19T12:00 to 2016-09-02T12:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES EXTENDED MISSI","Value","CERES EXTENDED MISSION","","","2016-06-19T12:00 to 2017-07-01T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES EXTENDED OPPOS","Value","CERES EXTENDED OPPOSITION (CXO)","","","2017-04-28T00:00 to 2017-07-01T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES SCIENCE APPROA","Value","CERES SCIENCE APPROACH (CSA)","","","2014-12-26T02:50 to 2015-04-24T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES SCIENCE HAMO (","Value","CERES SCIENCE HAMO (CSH)","","","2015-08-16T23:59 to 2015-10-23T20:30"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES SCIENCE LAMO (","Value","CERES SCIENCE LAMO (CSL)","","","2015-12-16T01:00 to 2016-06-19T12:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES SCIENCE RC3 (C","Value","CERES SCIENCE RC3 (CSR)","","","2015-04-24T00:00 to 2015-05-09T10:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES SCIENCE SURVEY","Value","CERES SCIENCE SURVEY (CSS)","","","2015-06-04T12:00 to 2015-07-01T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES TRANSFER TO GR","Value","CERES TRANSFER TO GRAND (CTG)","","","2016-11-03T12:00 to 2016-12-14T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES TRANSFER TO HA","Value","CERES TRANSFER TO HAMO (CTH)","","","2015-07-01T00:00 to 2015-08-16T23:59"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES TRANSFER TO JU","Value","CERES TRANSFER TO JULING (CTJ)","","","2016-09-02T12:00 to 2016-10-10T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES TRANSFER TO LA","Value","CERES TRANSFER TO LAMO (CTL)","","","2015-10-23:20:30 to 2015-12-16T01:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES TRANSFER TO OP","Value","CERES TRANSFER TO OPPOSITION (CTO)","","","2017-02-23T00:00 to 2017-04-28T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:CERES TRANSFER TO SU","Value","CERES TRANSFER TO SURVEY (CTS)","","","2015-05-09T10:00 to 2015-06-04T12:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:EARTH-MARS CRUISE (E","Value","EARTH-MARS CRUISE (EMC)","","","2008-01-19T00:00 to 2009-02-16T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:END OF CERES EXTENDE","Value","END OF CERES EXTENDED MISSION","","","2018-10-31T23:59"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:END OF PRIME MISSION","Value","END OF PRIME MISSION","","","2016-06-19T12:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:INITIAL CHECKOUT (IC","Value","INITIAL CHECKOUT (ICO)","","","2007-09-27 to 2008-01-19T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:Launch","Value","Launch","","","2007-09-27T11:34"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:MARS GRAVITY ASSIST ","Value","MARS GRAVITY ASSIST (MGA)","","","2009-02-16T00:00 to 2010-03-23T00:00"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:MARS-VESTA CRUISE (M","Value","MARS-VESTA CRUISE (MVC)","","","2010-03-23T00:00 to 2011-05-03T10:49"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:VESTA ENCOUNTER","Value","VESTA ENCOUNTER","","","2011-05-03T10:49 to 2012-09-10T21:50"
"dawn:Dawn:2                           dawn:mission_phase_name:2             Value:VESTA SCIENCE APPROA","Value","VESTA SCIENCE APPROACH (VSA)","","","2011-05-03T10:49 to 2011-08-11T12:00"
